field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,,col_games,col_minutes,intl_games,intl_minutes,intl_group
8883,20300441,2406,1610612748,Caron,Butler,25,2,6,0.333,0,0,0,6,6,1,1,1,1,1,0,0,0,10,A,L,2003,1610612752,0,0,0,0,2,0,0,0,25,0,-22,1,0,0,2,14.4,2.88,1.44,0,1.44,caron-butler-1,,63,2173,,,
8884,20300441,2421,1610612752,Frank,Williams,26,3,9,0.333,0,1,0,0,0,0,0,2,7,1,2,2,0,6,H,W,2003,1610612748,0,0,0,0,2,0,0,0,26,0,17,1,0,0,2,8.307692308,2.769230769,9.692307692,2.769230769,1.384615385,frank-williams-1,,101,3201,,,
8885,20300441,2446,1610612748,Rasual,Butler,22,3,8,0.375,3,4,0.75,0,0,0,0,0,0,2,0,0,0,9,A,L,2003,1610612752,0,0,0,0,0,0,0,0,22,0,-6,0,3,0,0,14.72727273,0,0,0,0,rasual-butler-1,,110,4213,,,
8903,20300442,2423,1610612741,Chris,Jefferies,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,A,L,2003,1610612750,0,0,0,0,0,0,0,0,3,31,-3,0,0,0,0,0,0,0,0,0,chris-jefferies-1,,88,2464,,,
8923,20300443,2436,1610612760,Ronald,Murray,21,4,12,0.333,1,2,0.5,0,0,0,0,0,1,0,0,1,1,9,A,W,2003,1610612763,0,0,0,0,4,2,0,0,21,0,-4,3,2,0,0,15.42857143,0,1.714285714,0,5.142857143,ronald-murray-1,,,,,,
8942,20300444,2429,1610612749,Dan,Gadzuric,7,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,A,L,2003,1610612742,0,0,0,0,0,0,0,0,7,0,-5,1,0,0,3,0,15.42857143,0,0,5.142857143,dan-gadzuric-1,,122,2940,,,
8960,20300445,2403,1610612743,Nene,Hilario,36,6,11,0.545,0,0,0,1,1,1,3,7,3,3,0,6,0,13,H,L,2003,1610612761,0,0,0,0,10,0,0,1,36,0,-5,0,2,0,10,13,10,3,0,0,nene-hilario-1,,,,,,
8961,20300445,2437,1610612761,Lonny,Baxter,10,1,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,2,A,W,2003,1610612743,0,0,0,0,2,0,0,0,10,0,-9,0,0,2,3,7.2,10.8,0,3.6,0,lonny-baxter-1,,138,3367,,,
8980,20300446,2412,1610612738,Jiri,Welsch,37,6,8,0.75,2,2,1,3,3,1,1,3,3,3,1,3,0,17,H,L,2003,1610612740,0,0,0,0,4,3,0,0,37,0,0,1,6,4,4,16.54054054,3.891891892,2.918918919,0.972972973,0.972972973,jiri-welsch-1,,,,35,876,2
8999,20300447,2246,1610612765,Mehmet,Okur,10,2,4,0.5,0,0,0,0,0,0,0,1,0,3,0,1,0,4,H,W,2003,1610612757,0,0,0,0,2,0,0,0,9,35,-1,0,0,0,1,14.4,3.6,0,0,0,mehmet-okur-1,,,,,,
9000,20300447,2417,1610612757,Qyntel,Woods,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,A,L,2003,1610612765,0,0,0,0,0,0,0,0,3,3,-4,0,0,0,0,0,0,0,0,0,qyntel-woods-1,,,,,,
9001,20300447,2419,1610612765,Tayshaun,Prince,35,4,8,0.5,1,1,1,0,0,0,0,2,2,0,1,0,1,9,H,W,2003,1610612757,0,0,0,0,4,0,0,0,34,58,1,0,0,4,2,9.257142857,2.057142857,2.057142857,1.028571429,0,tayshaun-prince-1,,135,4023,,,
9021,20300448,2399,1610612744,Mike,Dunleavy,38,3,10,0.3,2,7,0.286,2,2,1,0,5,3,1,0,0,0,10,A,L,2003,1610612751,0,0,0,0,2,0,0,0,38,0,-13,0,0,0,5,9.473684211,4.736842105,2.842105263,0,0,mike-dunleavy-1,,111,3762,,,
9031,20300449,2060,1610612746,Marko,Jaric,36,3,3,1,1,1,1,0,0,0,1,4,8,2,1,0,0,7,H,W,2003,1610612743,0,0,0,0,2,0,0,0,36,0,18,0,0,2,5,7,5,8,1,0,marko-jaric-1,,,,160,4395,4
9037,20300449,2401,1610612743,Nikoloz,Tskitishvili,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,L,2003,1610612746,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,nikoloz-tskitishvili-1,,,,17,176,1
9038,20300449,2403,1610612743,Nene,Hilario,35,4,8,0.5,0,0,0,3,4,0.75,1,6,0,4,0,1,0,11,A,L,2003,1610612746,0,0,0,0,6,0,0,0,35,0,-19,0,0,0,7,11.31428571,7.2,0,0,0,nene-hilario-1,,,,,,
9039,20300449,2404,1610612746,Chris,Wilcox,17,2,6,0.333,0,0,0,0,0,0,2,1,2,3,2,1,1,4,H,W,2003,1610612743,0,0,0,0,4,2,0,0,17,0,1,1,0,0,3,8.470588235,6.352941176,4.235294118,4.235294118,2.117647059,chris-wilcox-1,,70,1162,,,
9056,20300450,2366,1610612745,Mike,Wilks,8,0,1,0,0,1,0,0,0,0,1,2,2,1,1,0,0,0,H,W,2003,1610612755,0,0,0,0,0,0,0,0,8,0,5,0,0,0,3,0,13.5,9,4.5,0,mike-wilks-1,,117,3767,,,
9057,20300450,2397,1610612745,Ming,Yao,34,8,15,0.533,0,0,0,5,6,0.833,1,6,2,6,1,2,1,21,H,W,2003,1610612755,0,0,0,0,14,0,0,0,34,0,11,0,4,4,7,22.23529412,7.411764706,2.117647059,1.058823529,0,ming-yao-1,,,,,,
9058,20300450,2422,1610612755,John,Salmons,16,1,3,0.333,1,2,0.5,1,2,0.5,0,1,0,0,0,0,0,4,A,L,2003,1610612745,0,0,0,0,0,0,0,0,16,0,-11,0,0,0,1,9,2.25,0,0,0,john-salmons-1,,124,3819,,,
9074,20300451,2399,1610612744,Mike,Dunleavy,36,6,12,0.5,2,5,0.4,0,0,0,1,6,3,1,0,3,1,14,A,L,2003,1610612764,0,0,0,0,4,0,0,0,36,0,-8,1,3,5,7,14,7,3,0,1,mike-dunleavy-1,,111,3762,,,
9075,20300451,2407,1610612764,Jared,Jeffries,33,3,14,0.214,0,0,0,4,5,0.8,6,6,2,0,3,2,3,10,H,W,2003,1610612744,0,0,0,0,4,6,0,1,33,0,13,3,1,2,12,10.90909091,13.09090909,2.181818182,3.272727273,3.272727273,jared-jeffries-1,,70,2282,,,
9076,20300451,2413,1610612764,Juan,Dixon,8,1,4,0.25,0,0,0,0,0,0,0,1,1,0,1,0,0,2,H,W,2003,1610612744,0,0,0,0,2,2,0,0,8,0,2,0,2,0,1,9,4.5,4.5,4.5,0,juan-dixon-1,,141,4004,,,
9095,20300452,2437,1610612761,Lonny,Baxter,16,3,4,0.75,0,0,0,3,4,0.75,1,4,1,1,0,0,0,9,H,L,2003,1610612740,0,0,0,0,6,0,0,0,16,0,-4,0,2,2,5,20.25,11.25,2.25,0,0,lonny-baxter-1,,138,3367,,,
9113,20300453,2410,1610612754,Fred,Jones,14,1,2,0.5,0,0,0,0,0,0,0,1,1,1,2,1,0,2,A,W,2003,1610612738,0,0,0,0,2,2,0,0,14,0,1,1,2,0,1,5.142857143,2.571428571,2.571428571,5.142857143,2.571428571,fred-jones-1,,125,3525,,,
9114,20300453,2412,1610612738,Jiri,Welsch,31,5,7,0.714,3,3,1,1,1,1,0,3,0,2,0,2,0,14,H,L,2003,1610612754,0,0,0,0,2,3,0,0,31,0,-12,0,6,3,3,16.25806452,3.483870968,0,0,0,jiri-welsch-1,,,,35,876,2
9151,20300455,2430,1610612739,Carlos,Boozer,43,7,13,0.538,0,0,0,2,3,0.667,3,10,2,3,0,3,2,16,A,L,2003,1610612751,0,0,0,0,8,2,0,1,43,0,-12,0,0,4,13,13.39534884,10.88372093,1.674418605,0,0,carlos-boozer-1,,101,2615,,,
9166,20300456,1921,1610612753,Gordan,Giricek,27,3,10,0.3,1,2,0.5,0,0,0,0,1,3,4,1,0,0,7,A,L,2003,1610612748,0,0,0,0,4,0,0,0,27,0,-11,0,0,0,1,9.333333333,1.333333333,4,1.333333333,0,gordan-giricek-1,,,,,,
9169,20300456,2400,1610612753,Drew,Gooden,37,12,20,0.6,0,0,0,5,6,0.833,3,8,0,4,2,3,0,29,A,L,2003,1610612748,0,0,0,0,16,0,0,1,37,0,-8,1,0,9,11,28.21621622,10.7027027,0,1.945945946,0.972972973,drew-gooden-1,,98,2567,,,
9170,20300456,2406,1610612748,Caron,Butler,32,5,16,0.313,0,0,0,2,3,0.667,3,0,3,1,0,1,0,12,H,W,2003,1610612753,0,0,0,0,8,2,0,0,32,0,15,2,1,7,3,13.5,3.375,3.375,0,2.25,caron-butler-1,,63,2173,,,
9171,20300456,2446,1610612748,Rasual,Butler,20,2,6,0.333,1,3,0.333,0,0,0,0,4,1,4,0,3,0,5,H,W,2003,1610612753,0,0,0,0,0,0,0,0,20,0,1,1,3,0,4,9,7.2,1.8,0,1.8,rasual-butler-1,,110,4213,,,
9189,20300457,2246,1610612765,Mehmet,Okur,18,5,7,0.714,0,0,0,2,2,1,3,3,2,1,0,1,1,12,H,W,2003,1610612756,0,0,0,0,6,0,0,0,18,0,12,0,0,4,6,24,12,4,0,0,mehmet-okur-1,,,,,,
9190,20300457,2418,1610612756,Casey,Jacobsen,14,0,3,0,0,1,0,2,2,1,1,2,2,1,0,0,0,2,A,L,2003,1610612765,0,0,0,0,0,0,0,0,14,0,-2,1,0,0,3,5.142857143,7.714285714,5.142857143,0,2.571428571,casey-jacobsen-1,,95,3021,,,
9191,20300457,2419,1610612765,Tayshaun,Prince,29,3,12,0.25,2,6,0.333,0,0,0,3,7,4,5,2,0,1,8,H,W,2003,1610612756,0,0,0,0,2,0,0,0,29,0,18,3,0,0,10,9.931034483,12.4137931,4.965517241,2.482758621,3.724137931,tayshaun-prince-1,,135,4023,,,
9212,20300458,2424,1610612737,Dan,Dickau,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,A,L,2003,1610612750,0,0,0,0,2,0,0,0,1,0,-2,0,0,0,0,72,0,0,0,0,dan-dickau-1,,97,3113,,,
9254,20300460,2429,1610612749,Dan,Gadzuric,24,6,10,0.6,0,0,0,2,4,0.5,6,6,0,4,1,1,5,14,H,W,2003,1610612742,0,0,0,0,12,4,0,1,24,0,7,0,2,2,12,21,18,0,1.5,0,dan-gadzuric-1,,122,2940,,,
9274,20300461,2403,1610612743,Nene,Hilario,29,4,5,0.8,0,0,0,4,4,1,1,2,5,4,4,2,0,12,A,W,2003,1610612757,0,1,0,0,8,2,0,0,29,0,20,1,2,0,3,14.89655172,3.724137931,6.206896552,4.965517241,1.24137931,nene-hilario-1,,,,,,
9275,20300461,2417,1610612757,Qyntel,Woods,17,4,7,0.571,0,0,0,4,7,0.571,0,4,0,4,0,2,1,12,H,L,2003,1610612743,0,0,0,0,6,2,0,0,17,0,-20,1,3,0,4,25.41176471,8.470588235,0,0,2.117647059,qyntel-woods-1,,,,,,
9294,20300462,2416,1610612747,Kareem,Rush,19,3,9,0.333,0,2,0,0,0,0,2,2,0,1,2,1,1,6,A,L,2003,1610612760,0,0,0,0,4,0,0,0,19,0,-13,0,0,2,4,11.36842105,7.578947368,0,3.789473684,0,kareem-rush-1,,84,2536,,,
9295,20300462,2436,1610612760,Ronald,Murray,21,3,12,0.25,1,5,0.2,0,0,0,2,1,1,3,2,1,0,7,H,W,2003,1610612747,0,0,0,0,4,0,0,0,21,0,-1,1,3,2,3,12,5.142857143,1.714285714,3.428571429,1.714285714,ronald-murray-1,,,,,,
9312,20300463,1938,1610612759,Manu,Ginobili,7,2,3,0.667,1,1,1,0,0,0,0,0,0,0,0,0,0,5,H,L,2003,1610612755,0,0,0,0,2,0,0,0,7,0,1,0,3,0,0,25.71428571,0,0,0,0,manu-ginobili-1,,,,144,4341,4
9317,20300463,2422,1610612755,John,Salmons,29,0,2,0,0,1,0,0,0,0,0,3,2,0,1,1,0,0,A,W,2003,1610612759,0,0,0,0,0,0,0,0,29,0,2,0,0,0,3,0,3.724137931,2.482758621,1.24137931,0,john-salmons-1,,124,3819,,,
9332,20300464,2060,1610612746,Marko,Jaric,21,2,6,0.333,0,1,0,1,2,0.5,1,0,4,2,1,1,0,5,H,L,2003,1610612758,0,0,0,0,2,0,0,0,21,0,-13,1,0,2,1,8.571428571,1.714285714,6.857142857,1.714285714,1.714285714,marko-jaric-1,,,,160,4395,4
9334,20300464,2404,1610612746,Chris,Wilcox,23,3,5,0.6,0,0,0,2,2,1,0,3,2,5,1,2,0,8,H,L,2003,1610612758,0,0,0,0,6,2,0,0,23,0,-1,0,0,2,3,12.52173913,4.695652174,3.130434783,1.565217391,0,chris-wilcox-1,,70,1162,,,
9350,20300465,2246,1610612765,Mehmet,Okur,40,7,15,0.467,1,3,0.333,3,3,1,2,6,4,4,1,1,2,18,H,W,2003,1610612744,0,0,0,0,8,0,0,0,40,0,9,1,3,2,8,16.2,7.2,3.6,0.9,0.9,mehmet-okur-1,,,,,,
9351,20300465,2399,1610612744,Mike,Dunleavy,30,3,6,0.5,1,2,0.5,0,0,0,1,5,4,3,0,1,0,7,A,L,2003,1610612765,0,0,0,0,2,3,0,0,30,0,-4,2,0,0,6,8.4,7.2,4.8,0,2.4,mike-dunleavy-1,,111,3762,,,
9352,20300465,2419,1610612765,Tayshaun,Prince,43,9,17,0.529,2,4,0.5,0,0,0,2,7,4,2,3,2,2,20,H,W,2003,1610612744,0,0,0,0,10,2,0,0,43,0,2,1,2,2,9,16.74418605,7.534883721,3.348837209,2.511627907,0.837209302,tayshaun-prince-1,,135,4023,,,
9373,20300466,2410,1610612754,Fred,Jones,27,2,11,0.182,1,4,0.25,8,8,1,2,2,3,5,1,0,0,13,H,W,2003,1610612740,0,0,0,0,2,0,0,0,27,0,-3,1,0,0,4,17.33333333,5.333333333,4,1.333333333,1.333333333,fred-jones-1,,125,3525,,,
9386,20300467,1921,1610612753,Gordan,Giricek,23,4,9,0.444,2,3,0.667,2,2,1,1,1,0,3,1,0,0,12,A,L,2003,1610612763,0,0,0,0,2,4,0,0,23,0,10,0,7,0,2,18.7826087,3.130434783,0,1.565217391,0,gordan-giricek-1,,,,,,
9393,20300467,2400,1610612753,Drew,Gooden,34,6,14,0.429,0,1,0,4,6,0.667,2,5,3,2,4,0,1,16,A,L,2003,1610612763,0,0,0,0,10,2,0,0,34,0,2,2,4,2,7,16.94117647,7.411764706,3.176470588,4.235294118,2.117647059,drew-gooden-1,,98,2567,,,
9411,20300468,2412,1610612738,Jiri,Welsch,32,3,7,0.429,2,3,0.667,1,2,0.5,3,4,1,1,1,2,0,9,A,W,2003,1610612741,0,0,0,0,0,0,0,0,31,53,9,0,0,0,7,10.125,7.875,1.125,1.125,0,jiri-welsch-1,,,,35,876,2
9412,20300468,2423,1610612741,Chris,Jefferies,4,0,2,0,0,2,0,1,2,0.5,0,1,0,2,0,2,0,1,H,L,2003,1610612738,0,0,0,0,0,0,0,0,4,20,-7,0,0,0,1,9,9,0,0,0,chris-jefferies-1,,88,2464,,,
9450,20300470,2366,1610612745,Mike,Wilks,10,0,3,0,0,0,0,2,2,1,0,0,1,0,0,0,0,2,H,W,2003,1610612762,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,7.2,0,3.6,0,0,mike-wilks-1,,117,3767,,,
9451,20300470,2397,1610612745,Ming,Yao,28,8,12,0.667,0,0,0,0,0,0,3,4,2,5,1,2,2,16,H,W,2003,1610612762,0,0,0,0,6,0,0,0,28,0,16,1,2,2,7,20.57142857,9,2.571428571,1.285714286,1.285714286,ming-yao-1,,,,,,
9452,20300470,2411,1610612745,Bostjan,Nachbar,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,H,W,2003,1610612762,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,18,0,0,0,bostjan-nachbar-1,,,,98,1833,3
9471,20300471,2403,1610612743,Nene,Hilario,27,1,4,0.25,0,0,0,2,2,1,2,7,1,3,1,2,0,4,H,L,2003,1610612737,0,0,0,0,2,0,0,0,27,0,-9,0,4,0,9,5.333333333,12,1.333333333,1.333333333,0,nene-hilario-1,,,,,,
9488,20300472,2418,1610612756,Casey,Jacobsen,16,1,2,0.5,0,0,0,0,0,0,0,1,0,2,1,1,0,2,A,L,2003,1610612761,0,0,0,0,2,2,0,0,16,0,-6,0,0,0,1,4.5,2.25,0,2.25,0,casey-jacobsen-1,,95,3021,,,
9506,20300473,2407,1610612764,Jared,Jeffries,20,2,3,0.667,0,0,0,0,2,0,1,4,0,4,0,0,0,4,H,L,2003,1610612749,0,0,0,0,4,0,0,0,20,0,5,1,0,0,5,7.2,9,0,0,1.8,jared-jeffries-1,,70,2282,,,
9507,20300473,2429,1610612749,Dan,Gadzuric,19,2,3,0.667,0,0,0,1,2,0.5,2,1,0,3,1,1,3,5,A,W,2003,1610612764,0,0,0,0,2,2,0,0,19,0,8,0,2,0,3,9.473684211,5.684210526,0,1.894736842,0,dan-gadzuric-1,,122,2940,,,
9545,20300475,2436,1610612760,Ronald,Murray,13,0,6,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,A,L,2003,1610612758,0,0,0,0,0,0,0,0,13,0,-12,1,0,0,0,0,0,0,0,2.769230769,ronald-murray-1,,,,,,
9564,20300476,2404,1610612746,Chris,Wilcox,11,1,2,0.5,0,0,0,2,2,1,1,2,0,0,0,1,0,4,H,W,2003,1610612747,0,0,0,0,2,0,0,0,11,0,2,1,0,2,3,13.09090909,9.818181818,0,0,3.272727273,chris-wilcox-1,,70,1162,,,
9565,20300476,2416,1610612747,Kareem,Rush,11,1,6,0.167,0,2,0,0,0,0,0,0,2,0,0,1,1,2,A,L,2003,1610612746,0,0,0,0,2,0,0,0,11,0,3,0,0,0,0,6.545454545,0,6.545454545,0,0,kareem-rush-1,,84,2536,,,
9582,20300477,2246,1610612765,Mehmet,Okur,25,2,6,0.333,0,1,0,0,0,0,2,2,1,3,2,5,1,4,A,W,2003,1610612738,0,0,0,0,0,0,0,0,25,0,14,1,0,0,4,5.76,5.76,1.44,2.88,1.44,mehmet-okur-1,,,,,,
9583,20300477,2412,1610612738,Jiri,Welsch,27,1,8,0.125,0,1,0,2,2,1,4,2,2,3,2,4,0,4,H,L,2003,1610612765,0,0,0,0,0,0,0,0,27,0,-7,2,0,0,6,5.333333333,8,2.666666667,2.666666667,2.666666667,jiri-welsch-1,,,,35,876,2
9584,20300477,2419,1610612765,Tayshaun,Prince,32,5,10,0.5,0,4,0,3,5,0.6,0,5,0,2,2,3,2,13,A,W,2003,1610612738,0,0,0,0,6,3,0,0,32,0,10,0,7,2,5,14.625,5.625,0,2.25,0,tayshaun-prince-1,,135,4023,,,
9602,20300478,2422,1610612755,John,Salmons,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,H,L,2003,1610612749,0,0,0,0,0,0,0,0,12,0,-10,0,0,0,0,0,0,0,0,0,john-salmons-1,,124,3819,,,
9603,20300478,2429,1610612749,Dan,Gadzuric,25,3,8,0.375,0,0,0,1,5,0.2,2,6,0,4,2,1,1,7,A,W,2003,1610612755,0,0,0,0,4,1,0,0,25,0,0,1,0,0,8,10.08,11.52,0,2.88,1.44,dan-gadzuric-1,,122,2940,,,
9622,20300479,2406,1610612748,Caron,Butler,33,4,8,0.5,0,1,0,2,3,0.667,2,3,2,3,2,0,0,10,H,L,2003,1610612754,0,0,0,0,6,2,0,0,33,0,-15,0,4,2,5,10.90909091,5.454545455,2.181818182,2.181818182,0,caron-butler-1,,63,2173,,,
9623,20300479,2410,1610612754,Fred,Jones,24,1,6,0.167,0,2,0,4,4,1,1,3,2,5,2,2,0,6,A,W,2003,1610612748,0,0,0,0,2,2,0,0,24,0,17,1,4,2,4,9,6,3,3,1.5,fred-jones-1,,125,3525,,,
9624,20300479,2446,1610612748,Rasual,Butler,18,2,4,0.5,1,1,1,2,2,1,0,2,1,0,0,0,0,7,H,L,2003,1610612754,0,0,0,0,0,0,0,0,18,0,-7,0,0,0,2,14,4,2,0,0,rasual-butler-1,,110,4213,,,
9641,20300480,2418,1610612756,Casey,Jacobsen,28,1,7,0.143,0,5,0,3,4,0.75,0,2,1,3,0,3,0,5,A,L,2003,1610612741,0,0,0,0,2,2,0,0,27,31,-9,0,0,0,2,6.428571429,2.571428571,1.285714286,0,0,casey-jacobsen-1,,95,3021,,,
9660,20300481,2366,1610612745,Mike,Wilks,6,1,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,H,W,2003,1610612744,0,0,0,0,0,0,0,0,6,0,-2,0,0,0,0,12,0,12,0,0,mike-wilks-1,,117,3767,,,
9661,20300481,2397,1610612745,Ming,Yao,23,4,10,0.4,0,0,0,2,2,1,1,9,0,3,0,1,0,10,H,W,2003,1610612744,0,0,0,0,6,0,0,1,23,0,7,0,2,2,10,15.65217391,15.65217391,0,0,0,ming-yao-1,,,,,,
9662,20300481,2399,1610612744,Mike,Dunleavy,38,4,10,0.4,3,5,0.6,2,2,1,1,3,4,1,1,2,0,13,A,L,2003,1610612745,0,0,0,0,2,0,0,0,38,0,-19,1,3,0,4,12.31578947,3.789473684,3.789473684,0.947368421,0.947368421,mike-dunleavy-1,,111,3762,,,
9682,20300482,2401,1610612743,Nikoloz,Tskitishvili,13,2,6,0.333,0,0,0,1,2,0.5,1,2,1,1,0,1,0,5,H,L,2003,1610612759,0,0,0,0,2,0,0,0,13,0,-6,0,2,0,3,13.84615385,8.307692308,2.769230769,0,0,nikoloz-tskitishvili-1,,,,17,176,1
9683,20300482,2403,1610612743,Nene,Hilario,20,2,4,0.5,0,0,0,0,0,0,0,1,1,1,0,0,0,4,H,L,2003,1610612759,0,0,0,0,4,2,0,0,20,0,-3,0,0,0,1,7.2,1.8,1.8,0,0,nene-hilario-1,,,,,,
9684,20300482,2484,1610612759,Devin,Brown,20,3,5,0.6,0,0,0,0,0,0,4,1,1,2,0,1,0,6,A,W,2003,1610612743,0,0,0,0,4,0,0,0,20,0,14,0,2,2,5,10.8,9,1.8,0,0,devin-brown-1,,105,3360,,,
9722,20300484,2417,1610612757,Qyntel,Woods,10,0,3,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,A,L,2003,1610612760,0,0,0,0,0,0,0,0,10,0,-7,0,0,0,5,0,18,7.2,0,0,qyntel-woods-1,,,,,,
9723,20300484,2436,1610612760,Ronald,Murray,22,2,8,0.25,1,2,0.5,0,0,0,0,0,2,0,0,1,0,5,H,W,2003,1610612757,0,0,0,0,2,0,0,0,22,0,5,0,2,0,0,8.181818182,0,3.272727273,0,0,ronald-murray-1,,,,,,
9743,20300485,2402,1610612739,Dajuan,Wagner,8,2,6,0.333,0,2,0,0,0,0,0,1,0,2,0,0,0,4,H,W,2003,1610612752,0,0,0,0,2,0,0,0,8,0,-5,0,0,0,1,18,4.5,0,0,0,dajuan-wagner-1,,36,1144,,,
9744,20300485,2430,1610612739,Carlos,Boozer,26,6,10,0.6,0,0,0,0,0,0,2,5,2,1,1,2,3,12,H,W,2003,1610612752,0,0,0,0,6,0,0,0,26,0,1,0,4,4,7,16.61538462,9.692307692,2.769230769,1.384615385,0,carlos-boozer-1,,101,2615,,,
9759,20300486,1921,1610612753,Gordan,Giricek,26,4,6,0.667,2,2,1,1,1,1,1,4,4,1,0,1,0,11,A,L,2003,1610612754,0,0,0,0,2,6,0,0,26,0,6,0,3,0,5,15.23076923,6.923076923,5.538461538,0,0,gordan-giricek-1,,,,,,
9763,20300486,2400,1610612753,Drew,Gooden,25,3,6,0.5,0,0,0,0,0,0,0,3,0,0,1,2,1,6,A,L,2003,1610612754,0,0,0,0,2,0,0,0,25,0,-15,1,0,0,3,8.64,4.32,0,1.44,1.44,drew-gooden-1,,98,2567,,,
9764,20300486,2410,1610612754,Fred,Jones,21,2,5,0.4,1,1,1,0,0,0,0,1,1,1,0,0,0,5,H,W,2003,1610612753,0,0,0,0,2,0,0,0,21,0,-3,0,0,0,1,8.571428571,1.714285714,1.714285714,0,0,fred-jones-1,,125,3525,,,
9780,20300487,2060,1610612746,Marko,Jaric,28,4,11,0.364,0,2,0,2,5,0.4,0,1,5,2,3,4,0,10,A,L,2003,1610612751,0,0,0,0,4,2,0,0,28,0,-14,0,0,0,1,12.85714286,1.285714286,6.428571429,3.857142857,0,marko-jaric-1,,,,160,4395,4
9787,20300487,2404,1610612746,Chris,Wilcox,12,2,4,0.5,0,0,0,4,4,1,1,1,0,2,0,1,0,8,A,L,2003,1610612751,0,0,0,0,4,0,0,0,12,0,3,0,2,4,2,24,6,0,0,0,chris-wilcox-1,,70,1162,,,
9804,20300488,2416,1610612747,Kareem,Rush,24,7,14,0.5,1,3,0.333,1,1,1,0,2,1,0,1,1,0,16,A,L,2003,1610612750,0,0,0,0,4,2,0,0,24,0,-1,1,5,0,2,24,3,1.5,1.5,1.5,kareem-rush-1,,84,2536,,,
9805,20300488,2441,1610612747,Jamal,Sampson,8,1,1,1,0,0,0,1,2,0.5,3,1,0,2,0,1,0,3,A,L,2003,1610612750,0,0,0,0,2,0,0,0,8,0,-13,0,0,1,4,13.5,18,0,0,0,jamal-sampson-1,,32,796,,,
9826,20300489,2407,1610612764,Jared,Jeffries,25,2,4,0.5,0,1,0,0,0,0,2,6,1,2,0,1,0,4,A,L,2003,1610612759,0,0,0,0,4,0,0,0,25,0,-14,1,0,2,8,5.76,11.52,1.44,0,1.44,jared-jeffries-1,,70,2282,,,
9827,20300489,2413,1610612764,Juan,Dixon,19,2,5,0.4,1,2,0.5,0,0,0,0,1,1,0,0,1,0,5,A,L,2003,1610612759,0,0,0,0,0,2,0,0,19,0,-3,0,5,0,1,9.473684211,1.894736842,1.894736842,0,0,juan-dixon-1,,141,4004,,,
9828,20300489,2484,1610612759,Devin,Brown,19,5,7,0.714,0,0,0,0,0,0,2,6,0,2,1,3,0,10,H,W,2003,1610612764,0,0,0,0,6,0,0,0,19,0,9,1,0,4,8,18.94736842,15.15789474,0,1.894736842,1.894736842,devin-brown-1,,105,3360,,,
9850,20300490,2424,1610612737,Dan,Dickau,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2003,1610612758,0,0,0,0,0,0,0,0,1,0,-2,0,0,0,0,0,0,0,0,0,dan-dickau-1,,97,3113,,,
9872,20300491,2424,1610612757,Dan,Dickau,16,3,6,0.5,2,4,0.5,1,2,0.5,0,1,2,2,1,2,0,9,H,L,2003,1610612763,0,0,0,0,2,2,0,0,16,0,-2,0,2,0,1,20.25,2.25,4.5,2.25,0,dan-dickau-1,,97,3113,,,
9884,20300492,1921,1610612753,Gordan,Giricek,19,4,8,0.5,0,1,0,0,0,0,1,2,1,3,1,0,0,8,A,L,2003,1610612738,0,0,0,0,2,0,0,0,19,0,-11,1,0,4,3,15.15789474,5.684210526,1.894736842,1.894736842,1.894736842,gordan-giricek-1,,,,,,
9889,20300492,2400,1610612753,Drew,Gooden,23,4,10,0.4,0,0,0,0,0,0,1,0,1,2,1,1,0,8,A,L,2003,1610612738,0,0,0,0,2,2,0,0,23,0,-3,0,0,2,1,12.52173913,1.565217391,1.565217391,1.565217391,0,drew-gooden-1,,98,2567,,,
